umidade,inclinacao,distancia_agua,chuva,solo,operacao,historico,risco
76.58781436815228,21.67356345784516,703.9594401445288,22.370618341172733,arenoso,plantio,4,0
41.32296384213595,8.423170873225674,82.03537630055159,26.630863322751157,arenoso,transporte,4,2
26.83704798044687,0.7294789929436152,823.6414586974527,12.123525181736483,argiloso,plantio,2,0
67.89631185585098,19.364168877215036,709.1798048849313,13.462161547469048,arenoso,colheita,3,0
50.81067456177209,5.313320382211469,90.53529283548076,18.864208155231132,misto,colheita,2,2
28.542676439134517,28.21375753058743,93.98933694434,1.0035598888863184,misto,colheita,4,2
54.66238370778891,28.61785731007762,986.7731827161637,16.103958279158913,arenoso,transporte,1,0
22.407196478065288,27.445931706613457,380.5280877985591,10.572400349827232,argiloso,plantio,0,1
83.65242814551475,11.104761007663331,376.935725596222,16.374867608895734,misto,colheita,3,3
38.11459871200118,0.46369849586602285,814.6715715849275,5.988106590962561,argiloso,colheita,3,0
66.37655990477873,27.849556877631763,947.7760916100201,44.52636403699475,argiloso,plantio,2,0
41.819775326258764,12.84552444951943,986.1410531846421,29.679622677702433,misto,colheita,3,0
56.40476148244676,28.999644571310085,755.8444034063522,33.95511595722448,argiloso,plantio,4,0
58.26971955402958,28.908599312677584,382.4969896756066,39.45856193036691,misto,plantio,4,1
32.93981188678689,25.590283664020802,92.66570953168208,24.922109946452863,argiloso,plantio,2,2
87.8709239435191,8.833466762087571,779.3754467681624,4.346014404371185,misto,plantio,4,3
74.25929763527802,11.552931858057757,562.820207238447,26.85532709092739,arenoso,plantio,1,0
85.76492590949324,25.534100145505708,429.97978915450653,29.342055901043956,misto,transporte,2,3
82.63791452993541,9.50766015468833,907.2908412437886,37.271973709216496,misto,colheita,1,3
61.85299851677596,5.084782400582775,120.08550748308983,21.58297731148397,misto,transporte,0,2
84.53119645161817,16.704037873750504,497.6988532479506,6.379015139778188,misto,colheita,1,3
26.194475143634364,28.08464322482343,21.240108319744877,14.188795289936223,argiloso,transporte,0,3
33.718800369340165,20.88089390024919,473.974035574185,18.154114819931756,arenoso,plantio,0,1
23.165910223737665,17.101835102680948,65.74024292501898,32.295862066580064,misto,colheita,1,2
42.7731231534285,2.9152948131230563,127.6297371053912,28.538915233445593,argiloso,colheita,2,2
47.20741027826374,18.45021680097509,126.35098430933384,17.80483629489231,arenoso,transporte,4,2
38.99443222417271,29.701615503127897,652.718199094903,49.32576243964898,arenoso,transporte,4,0
78.01162564063506,4.202520457095721,748.5844304727691,30.288740967844358,arenoso,colheita,0,0
44.97273286855125,15.549889570912102,587.535077446188,11.861339586799724,arenoso,transporte,0,0
39.66541567811665,26.321192157838663,962.5508229897965,5.089123631020187,misto,transporte,2,0
57.988725821077395,22.223058532626133,381.121873728467,7.642956959216601,misto,transporte,3,1
29.864695748233387,20.91047222985804,292.8549654190421,12.297886419225406,argiloso,plantio,1,1
76.15378865278278,21.07452251961328,869.9131369075657,8.034068662977784,argiloso,plantio,0,0
25.21854505758396,10.784734536592655,231.3598801342581,9.328351202565289,argiloso,transporte,4,1
89.08208556203621,8.807755327934801,963.5903140462052,14.254758434692356,arenoso,transporte,2,3
74.05713385076602,24.28083466435541,22.03292994291818,8.66867976473774,arenoso,plantio,1,3
33.91009770739207,24.30340184037542,970.1800384405626,44.83827123132126,misto,plantio,2,0
20.386548198652168,26.012169557403112,52.728312831070355,4.011687283082111,arenoso,colheita,1,2
77.0822999918384,27.397216576694138,892.2316825610903,26.225569478512732,arenoso,colheita,1,0
69.48001406933321,15.340271965828133,532.4240979954369,20.519841349483077,arenoso,plantio,0,0
71.03050176286911,15.045488840615988,993.0351481581073,49.11893084543032,argiloso,transporte,2,0
73.9889242680162,23.948855369003255,83.05859908804487,5.601945108402617,argiloso,transporte,2,2
25.183125621386324,19.498917923332954,558.3157415573075,19.892779952287082,misto,transporte,4,0
45.09260099809909,21.0590063177311,969.609510262908,48.473521663768445,arenoso,transporte,4,0
28.11083416675908,23.87378008308303,527.8668657284474,43.275356294699016,arenoso,colheita,0,0
80.41723981129155,26.70016025452699,633.1046517539099,40.853603547464,misto,plantio,0,3
63.63086887792905,10.139854705546075,698.791202094771,12.895141352246991,arenoso,transporte,3,0
43.16286173968544,11.26748857919832,459.9956541200955,8.544379369503291,arenoso,colheita,4,1
24.449084520021653,2.81945819522607,631.2824992832228,33.43216099622155,argiloso,transporte,1,0
41.76876252009635,17.34840422988522,588.4711688038692,46.46879945637929,misto,plantio,2,0
42.76283254187229,1.0782682139022626,902.1464303860791,27.83814465069649,misto,colheita,0,0
71.07243248366449,13.967940543973805,54.99191653804329,28.580634473494992,misto,plantio,2,2
64.62902299486493,16.2793390412273,288.15355769630804,13.998954683014208,misto,plantio,2,1
82.10489198034286,8.596237563848533,950.9073692357931,38.47464665959684,argiloso,colheita,3,3
53.055044761336454,17.724997817070324,891.3611460520071,9.352187427876169,argiloso,colheita,4,0
28.37159721568112,0.9150074981714829,461.1001852578558,16.183961820212183,arenoso,colheita,0,1
69.92713510560965,1.1204456624764325,623.9312718235213,21.27182193082084,arenoso,colheita,2,0
73.25495340318282,24.678016819789747,284.60737115132133,25.38051893422275,arenoso,colheita,0,1
59.28940382986474,10.805719242337886,196.2399481265237,12.120486620754011,arenoso,colheita,1,2
73.96770259681927,3.8118153795565437,469.0614208905823,5.741841236960177,argiloso,colheita,3,1
54.56569174550735,15.667297801644132,359.8187057457923,30.53100212208163,misto,transporte,1,1
56.59129805673958,23.099806592958323,587.8195507323634,14.431527662012789,argiloso,plantio,0,0
49.927871285098476,6.4746308249052955,86.957290595335,29.061911071130613,arenoso,colheita,0,2
21.77933887208666,18.686714274570008,974.6508595895049,7.718135763710116,argiloso,transporte,4,0
27.552399889531312,2.56042394981304,986.3486370348069,24.057005092740873,misto,transporte,2,0
22.200042998071396,1.550451635058231,701.1800968795477,26.629471627579292,misto,transporte,2,0
64.54872878846463,15.94063894704444,540.7354026806792,2.5911768411213454,argiloso,plantio,1,0
42.004918675342864,16.219053648303195,316.4323401234645,16.830213909696027,argiloso,colheita,3,1
55.599948381529195,19.122897044946196,815.6570695098792,6.720733846948712,argiloso,transporte,2,0
83.5296531748265,21.782740011679845,687.8838608283405,3.168748523638387,arenoso,plantio,4,3
37.450456040421244,29.27556238387604,170.9907699514424,49.49801161949726,argiloso,plantio,1,2
48.72680461249408,15.48901044903586,911.8179126489041,16.117692248736148,argiloso,plantio,1,0
72.88857969801342,9.68869418823738,824.3118704939372,40.493722292731746,argiloso,transporte,4,0
36.015871584413574,23.85558584306111,950.3019141590048,12.732032738188192,misto,colheita,3,0
25.38859368801551,8.124967537862226,728.4623133044764,34.075136111196464,misto,transporte,4,0
40.28260170396376,13.169142621169083,617.281043976432,38.011392994484325,arenoso,transporte,3,0
31.28549010778031,2.353691440267979,424.0606059277127,29.781937030392214,arenoso,colheita,4,1
85.07883566398012,0.7605223024637253,933.4011985204731,23.57880942750792,misto,colheita,4,3
76.56842656950919,28.87945244033775,867.4032506054043,20.592045707363425,misto,colheita,0,0
64.33826295572965,25.079403615366175,54.76648340512752,17.443413327149766,misto,plantio,1,2
81.00224131314025,20.87922618281094,36.103304752279485,46.476457212391296,argiloso,colheita,4,3
76.257045382938,12.268588332428097,382.6987332092691,41.530970389386454,argiloso,transporte,4,1
33.05990412202251,5.1988296021253735,812.4477974740146,48.251345533325626,misto,colheita,2,0
82.47912989429844,4.693111280132581,987.403368021795,6.214861174277236,argiloso,transporte,1,3
57.75395693409555,7.50728694493786,158.9127221924929,36.54337376018221,argiloso,plantio,2,2
76.52081086148438,16.476799941183614,598.1894081986138,46.91702284105189,arenoso,transporte,1,0
82.72639099464453,21.43787768100187,387.0819480647113,9.061653308283008,misto,transporte,2,3
42.26024324803047,19.80592130153194,970.2152538364571,3.3248133683388748,misto,colheita,4,0
27.703634716937373,8.398016908378285,843.6977339043516,37.056032464502955,argiloso,colheita,4,0
35.95546137793592,28.645958419895823,839.9454176640264,28.723655658995597,misto,transporte,0,0
49.89754520383794,22.136907500873054,474.00622819702056,42.0914388379136,arenoso,colheita,2,1
77.26103361457452,16.63062157534202,420.6713073142885,6.988618831314475,arenoso,plantio,3,1
80.25114082794404,18.351622387030567,280.6730012113992,39.76336559299451,arenoso,plantio,0,3
20.48664913718335,12.588001872833697,65.81174168441785,10.081366002387227,misto,colheita,2,2
55.7523111804296,7.431929685034724,866.0751524925026,8.182797143285224,misto,plantio,2,0
49.21877022041453,10.679180359537847,814.7719990387768,8.213289896549647,misto,colheita,0,0
35.54754673295112,22.735383313931074,999.7204965532693,40.728736011569104,misto,transporte,4,0
28.390575713357798,0.43180465889267605,996.6704687031663,33.25986103481001,misto,transporte,2,0
43.63306199825396,3.482179215207487,559.8773885466012,26.153271238455964,arenoso,plantio,4,0
86.00367927387634,1.3800792606525825,771.2975410287054,17.941524206175124,argiloso,colheita,0,3
42.62420524145287,1.221864069569104,945.3180725836038,43.86002704065541,arenoso,colheita,4,0
56.315343522035626,25.663817520330216,851.1509167706373,19.622255371131768,misto,plantio,1,0
69.21132712266245,21.109735781400712,254.87462072576568,40.82997197357886,arenoso,transporte,3,1
45.454072166550574,14.225214872619755,456.0386939569926,21.95674542851092,misto,plantio,2,1
88.02474579046725,2.935024819530044,137.86782099998004,18.84722147124538,misto,transporte,3,3
87.37131064594779,14.74847625350497,954.5105169861351,23.13398928348032,arenoso,colheita,4,3
37.62476070777549,14.20415312341697,610.1128881063712,15.068893708207105,misto,transporte,2,0
54.80739541246698,5.196056097300455,236.3563774484281,37.380469008812554,argiloso,plantio,4,1
41.06148168717388,13.01554947713919,674.9836775617981,25.136019504623956,misto,colheita,1,0
39.93883460642273,11.955142031921204,621.9469580533168,11.610634757340865,argiloso,plantio,0,0
22.582086314817296,18.475502941566493,364.5810908525121,44.978728663728425,argiloso,plantio,2,1
62.66950337859278,19.052809526029314,122.42201627763274,19.19456106866057,misto,transporte,1,2
55.1875316260203,1.3591202931613355,674.8574636368716,27.17764305569943,arenoso,plantio,1,0
23.603512587499253,11.238378438794136,525.1046238947554,45.32360554822735,argiloso,transporte,2,0
39.505252496562804,18.77579747142709,774.5952078182829,31.211899795699605,arenoso,colheita,4,0
83.57861201766576,15.094087757402631,524.9618661008734,5.844902035418204,argiloso,transporte,1,3
36.769332346688074,25.694695235649668,853.6596853153547,46.991606180673756,misto,colheita,3,0
30.142641046385616,19.76080894856835,556.3877703867407,31.385402653570893,misto,transporte,1,0
54.26169321942941,4.888032812442891,565.3285918200324,16.745280732854305,argiloso,plantio,4,0
88.99553178774205,2.1170624220128955,877.8870666317616,6.963603633169363,misto,transporte,4,3
36.94386900580503,19.27257834618947,409.44803755027306,39.7012594635148,argiloso,transporte,3,1
67.0494883184115,0.7953393162486544,142.67507616613432,31.003637796425675,misto,colheita,1,2
73.31337307301024,17.5732674382039,38.494849550205586,26.673054598816076,arenoso,plantio,4,3
36.63462807946797,28.206907242748727,757.5858831168828,44.69462915254788,misto,transporte,2,0
70.97514440283017,17.26422533627637,624.10645583993,39.42986056122654,arenoso,plantio,0,0
45.74481929034772,11.645097786195658,707.0389704182313,7.583743986637559,misto,transporte,0,0
64.26140814155056,19.298646553270594,220.83451989382164,15.586103389777412,arenoso,transporte,0,1
64.34707975326262,13.747586714745498,145.00776083090207,12.424456990723288,misto,plantio,1,2
57.50422788523309,16.36850367947805,24.399219011203108,37.19731462863385,arenoso,transporte,3,3
26.32028390380858,28.243944263295756,357.081683218531,1.676621736788969,argiloso,plantio,4,1
78.47117469124666,11.583079134023228,594.0185099860868,28.494484243565825,argiloso,transporte,2,0
42.45460454802151,28.835716914717427,398.321604648735,38.122934287034525,arenoso,colheita,2,1
33.0562957279898,27.160519258681912,443.1001728034918,43.838281838087475,misto,plantio,1,1
22.854259908833473,5.873734043678893,905.117107548811,17.104087435795375,arenoso,transporte,0,0
61.36250602317693,2.0808390262549636,354.77291235306734,41.06286523360064,misto,transporte,1,1
67.42950532895978,3.0233400413227995,518.8495942682127,5.531586847760361,argiloso,colheita,3,0
21.16114802494993,0.5466547695464918,785.8164826137316,42.32261458672591,misto,plantio,3,0
55.84651408094967,2.8332888226778516,402.57735449805745,6.374433116599121,argiloso,transporte,4,1
35.85470426385566,20.490203202490704,625.8658332255948,19.864364528018363,misto,colheita,4,0
65.1620953286615,2.13565945380687,863.7400716592778,39.86476828897768,misto,transporte,3,0
32.2056500303494,9.56926890881284,950.0254174210656,7.4958713674386885,misto,plantio,3,0
68.36564166717261,25.346259329083637,155.60274611974756,11.462569761632075,arenoso,transporte,3,2
47.07147424103762,0.698158072074776,927.3217489098795,36.11262841965331,arenoso,transporte,1,0
85.57109921157142,24.434054477668074,497.1951301487428,36.00182682730372,argiloso,transporte,3,3
29.626466090219527,8.455643243201997,265.6619444159688,32.057381644264865,argiloso,transporte,2,1
43.8746445735181,3.5449448286496876,464.5443986758787,34.697422223355,arenoso,colheita,0,1
27.943146486841236,20.902114960924518,980.2322495326223,27.13622216737981,argiloso,colheita,3,0
84.7285532794994,18.86828540339652,497.6919130529409,12.589952945347637,arenoso,plantio,0,3
81.41375473666866,26.32416040581159,335.46409418463315,17.284799675195973,misto,colheita,1,3
38.05591394006089,22.052131314116572,637.0668457735585,9.079885840071283,argiloso,colheita,0,0
66.19888322239254,24.104427911545457,247.74416259041115,45.422528066681416,argiloso,plantio,1,1
77.20555401408511,8.461037177139195,85.10469482757728,29.169589738306023,arenoso,colheita,2,2
58.864056811962364,5.323186313391685,137.59092469154274,20.042570838181994,argiloso,colheita,1,2
57.07554048492045,22.51844254922575,136.7653805681947,23.100290182206635,argiloso,plantio,1,2
36.929660363031616,24.20504217801792,160.3836665771714,47.36416698059077,misto,plantio,4,2
26.517193746412943,29.7151542600202,147.43890092291605,7.66757015580401,argiloso,plantio,3,2
82.80510305673288,12.378530307342794,644.4659973551825,29.31149160083986,misto,transporte,3,3
83.02926400143313,11.160542573783495,190.06128355515338,25.2944339442233,arenoso,transporte,2,3
64.31710200912875,23.292388822259905,352.21061049062456,30.57271177173239,argiloso,plantio,2,1
43.73208537340905,10.224106207590536,897.8205258069518,0.9055091910420254,misto,plantio,3,0
44.44467022288626,27.92271976810694,479.2220238602436,43.606195447207575,arenoso,plantio,4,1
70.81689752091675,25.752382555290353,670.8821611358169,46.60591412418062,argiloso,transporte,3,0
82.79771819668039,12.869820821250551,180.59667248961352,28.256659179460446,arenoso,transporte,4,3
82.0960496985582,22.526132033744922,200.36612862058408,34.83254119384461,argiloso,colheita,2,3
74.59128821003367,22.63628622254047,50.459930103814074,46.124969058864785,arenoso,colheita,0,2
