soil_moisture,pitch,roll,water_distance,precipitation_mm,soil_risk,pitch_risk,roll_risk,water_risk,precipitation_risk,sensor_operational_risk,operational_risk
47.83992460938561,1.1889770935204962,-4.756929860308516,539.7174388129177,11.370940232423777,LOW,LOW,LOW,LOW,LOW,LOW,LOW
34.429073465836744,2.252541820673038,-5.296347319463547,333.2630975138898,5.94295111219248,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
39.17479592548263,-1.222476444273251,2.534644099096235,224.32405857001106,22.918130476060227,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
16.325391740223644,-0.2350588491069167,-2.020067401469344,364.31085182618574,7.7362113547210924,LOW,LOW,LOW,LOW,LOW,LOW,LOW
90.47252770218401,1.1172207768222633,13.674666432305632,14.351899382185628,16.45039239969513,CRITICAL,LOW,HIGH,CRITICAL,MEDIUM,CRITICAL,CRITICAL
28.520693622332818,5.682017149084253,-0.4539225835285656,389.880525252358,17.639006849634605,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM,HIGH
29.520671368583475,2.597458737350106,3.2448141114506943,320.91992294734007,4.162993146262693,LOW,LOW,LOW,LOW,LOW,LOW,LOW
65.26609338619708,3.5447647543391825,-0.25055830930893946,393.7622225323208,5.692008791954875,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
65.34875078741973,-2.7049648329696954,-4.3774591902005735,244.13221574220492,19.709734001737974,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM,HIGH
69.44463196669199,-1.4907023358078983,-0.970794991301127,9.798169187070279,4.909760715894142,MEDIUM,LOW,LOW,CRITICAL,LOW,CRITICAL,CRITICAL
29.402902034596735,0.47839471286979646,-2.5416924273430213,653.1827329024966,15.208426179773205,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
33.9719844785513,6.624833008229182,-0.972244795523466,350.4118285058307,15.911700716381745,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM,HIGH
97.89406359489581,2.1566730878248,-0.5084209265000729,54.59979179561858,37.612538818737775,CRITICAL,LOW,LOW,MEDIUM,HIGH,CRITICAL,CRITICAL
75.07613746189473,18.732355636803913,4.424856711323168,199.77971619660016,6.117472166989114,HIGH,CRITICAL,LOW,LOW,LOW,CRITICAL,CRITICAL
27.64685753707686,-10.721339720821959,-0.4142615979757325,79.78795716699965,39.75388318442991,LOW,HIGH,LOW,MEDIUM,HIGH,HIGH,CRITICAL
41.743033875806965,0.8923649002395768,5.049959579507801,14.848975722671494,8.034715189748072,LOW,LOW,MEDIUM,CRITICAL,LOW,CRITICAL,CRITICAL
38.50839174617417,3.1752738685752635,-1.1895043169724258,305.65098754738136,15.074450856617476,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
34.32040159111616,-2.3894590621499305,-1.9506958971159967,432.76050512905636,6.324863402661305,LOW,LOW,LOW,LOW,LOW,LOW,LOW
44.860671576482765,1.227924290744951,7.253630794061692,288.2818049196385,9.15124562989275,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
37.36179956101298,-0.391323248399774,-4.431766683659982,114.41990382615283,26.389875562150515,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
50.9369827306462,1.0542032478191392,5.13638317579247,0.0,4.721822022520479,MEDIUM,LOW,MEDIUM,CRITICAL,LOW,CRITICAL,CRITICAL
61.45950281315563,-6.262592126422385,-12.030529358775029,452.8122931194576,8.909911129459426,MEDIUM,MEDIUM,HIGH,LOW,LOW,HIGH,HIGH
55.37624867761026,-9.46139559446647,-18.858936944150134,671.9564161523772,23.334769155700734,MEDIUM,MEDIUM,CRITICAL,LOW,MEDIUM,CRITICAL,CRITICAL
35.605270857254894,-0.8209135302232407,-4.692626236131093,43.12365168848911,7.79019048077094,LOW,LOW,LOW,HIGH,LOW,HIGH,HIGH
41.15488982441262,-2.152191033960554,3.1913751195830664,15.319381101189649,7.61226142183527,LOW,LOW,LOW,CRITICAL,LOW,CRITICAL,CRITICAL
53.37504634817558,-1.3569478690384855,-6.570213414532485,546.5503108321235,14.27701888035906,MEDIUM,LOW,MEDIUM,LOW,LOW,HIGH,HIGH
49.866879065287755,-7.21545117024946,-9.567824817252095,502.059387640706,7.299715585090932,LOW,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH
62.67769034697634,0.9768436101870077,-6.084519806778317,377.05195368381936,1.3412057371757957,MEDIUM,LOW,MEDIUM,LOW,LOW,HIGH,HIGH
65.33359403565522,-1.585265466273665,-4.523601169977053,196.79063475505296,0.7821184647201628,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
100.0,-1.0952292268192494,-22.10277327549429,166.06193377290862,37.628782934727155,CRITICAL,LOW,CRITICAL,LOW,HIGH,CRITICAL,CRITICAL
75.45379561572148,-21.603655191200183,1.9715371844468286,58.97205998370383,41.66272054665609,HIGH,CRITICAL,LOW,MEDIUM,HIGH,CRITICAL,CRITICAL
78.792032373656,14.798227961273895,2.385535060066243,87.49227039290429,11.543117845108988,HIGH,HIGH,LOW,MEDIUM,LOW,CRITICAL,CRITICAL
100.0,-31.658074374501915,-10.826285285665993,201.78587522588205,34.879541816713676,CRITICAL,CRITICAL,HIGH,LOW,HIGH,CRITICAL,CRITICAL
40.623620516121946,-7.550127612032504,-2.3856700743732726,701.1533244262273,9.100513260596445,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM
72.62154139977216,-7.3322382387999046,-16.302888183089692,67.53460896468937,9.342747095645933,HIGH,MEDIUM,CRITICAL,MEDIUM,LOW,CRITICAL,CRITICAL
36.0234362912843,-3.8663515639412607,-0.2724937006718124,415.51471355349287,1.4596373436097592,LOW,LOW,LOW,LOW,LOW,LOW,LOW
62.39071564950783,3.892406244060288,-3.116370957506802,386.5824718254856,4.8966181290300215,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
47.785328706281085,-3.2971342307150064,2.733041558013303,324.97094243830423,17.31858748243816,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
63.09912232295873,-6.10867142635859,-4.22035747270678,372.72819252213225,2.840881209562551,MEDIUM,MEDIUM,LOW,LOW,LOW,HIGH,HIGH
33.11214829327181,6.599134744963207,-2.873922079039566,244.65197583988282,2.0949515351441783,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM
35.54962530699159,2.927822010039383,-0.7876872319875585,266.3754059391887,7.605232043088065,LOW,LOW,LOW,LOW,LOW,LOW,LOW
43.57726620852626,1.4235955362621675,1.2678459003127367,44.578029548790035,8.947215475848102,LOW,LOW,LOW,HIGH,LOW,HIGH,HIGH
61.91863489880354,-6.884703301158897,-3.6645660663253734,538.4014689105687,12.967043378518708,MEDIUM,MEDIUM,LOW,LOW,LOW,HIGH,HIGH
36.06697597224211,3.6021323093263664,6.797743932034838,277.6768951505059,12.281314677727606,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
27.694615779902122,1.6884343739596233,6.227527346186771,313.9145703515819,0.9937889918883541,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
59.11772799629954,0.7675909434921443,7.793370579159251,534.5196474647192,4.043666997014376,MEDIUM,LOW,MEDIUM,LOW,LOW,HIGH,HIGH
75.49164083732589,-27.52300591805769,-0.994328070430985,20.06039838399916,3.3906649615957756,HIGH,CRITICAL,LOW,HIGH,LOW,CRITICAL,CRITICAL
45.712402023774644,-4.398589176197049,-0.4319786006554719,241.46631797261125,9.431720094537559,LOW,LOW,LOW,LOW,LOW,LOW,LOW
85.64595873153338,9.523085046673675,3.688842836636261,179.77260081696056,11.654233050167537,CRITICAL,MEDIUM,LOW,LOW,LOW,CRITICAL,CRITICAL
64.26067694498886,29.37115074785404,-6.307571207824613,101.87748936881084,22.147194265681854,MEDIUM,CRITICAL,MEDIUM,LOW,MEDIUM,CRITICAL,CRITICAL
18.866674610470874,-2.184167195266885,-4.368484801394269,374.36090262061236,15.153599103706306,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
54.69009280671827,0.31511091146533365,4.215683645625814,175.4893689477219,6.85541162999621,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
77.82830254183693,2.466657515037688,-8.002184603418764,11.923073864586062,24.71244183874987,HIGH,LOW,MEDIUM,CRITICAL,MEDIUM,CRITICAL,CRITICAL
35.88791568569539,-1.617447970760091,-2.745116543020338,92.11916784686251,8.25233842598366,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM,MEDIUM
53.779491547745074,-2.493402721161047,1.3535361072445673,187.514060439944,14.691560911851768,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
58.78791511477536,-13.498800999925425,12.960672709671723,181.0199918461819,38.717826359498545,MEDIUM,HIGH,HIGH,LOW,HIGH,CRITICAL,CRITICAL
52.309578555674925,4.287719460847189,-3.5171311296479524,412.74712157497646,6.601179016828529,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
57.70323155827371,4.326886777580375,-1.8255458453499018,282.8707063225754,25.185244176486027,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM,HIGH
29.123390495375208,-9.992244069971758,0.801838525654916,459.60296412583375,9.037443867159551,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM
39.90788908042139,-0.9539475930229877,2.761214081638352,64.98336140180051,48.72829787682163,LOW,LOW,LOW,MEDIUM,CRITICAL,MEDIUM,CRITICAL
28.709181268228708,-3.9651615265612845,3.6823929708472627,212.94264420339488,5.291185003379061,LOW,LOW,LOW,LOW,LOW,LOW,LOW
46.53726963237311,-1.9313103632276734,-7.1246336578625336,0.0,8.793398704642442,LOW,LOW,MEDIUM,CRITICAL,LOW,CRITICAL,CRITICAL
36.57663380504062,-1.8652159097796506,-6.05182706640107,405.95447434306607,1.326057262220487,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
53.27828957733231,2.7209208336705166,-7.74701081000986,212.95605143439067,3.197173227600856,MEDIUM,LOW,MEDIUM,LOW,LOW,HIGH,HIGH
46.498304316138196,-5.094869602901798,1.3400851832084095,261.4871872176691,4.768681750391957,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM
62.2450802831812,1.1863077541212204,5.070606044751895,401.97104054177055,2.3212719584433037,MEDIUM,LOW,MEDIUM,LOW,LOW,HIGH,HIGH
25.0030746783329,2.98829137538621,5.5943640185044226,630.3278271326437,10.957261889907217,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
64.55970601223368,-16.189821434413993,10.20095198901064,328.9635896070803,28.414619596406503,MEDIUM,CRITICAL,HIGH,LOW,MEDIUM,CRITICAL,CRITICAL
49.84778223687309,5.135267439414245,5.179942339267823,447.95966342126246,13.739750867778,LOW,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH
52.710938286371636,2.550877988727665,1.7996009176375716,511.75121112775645,1.7763971572052517,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
27.082155903509474,1.1432131471789317,-3.3806158337046357,449.61001695339684,7.129818119863327,LOW,LOW,LOW,LOW,LOW,LOW,LOW
46.29439275306001,-6.45165275715468,-4.481156340194166,142.28622167262347,37.3970015744939,LOW,MEDIUM,LOW,LOW,HIGH,MEDIUM,HIGH
45.019885331016106,-4.946081345386688,2.702039990719142,434.9352208455814,3.180830163726067,LOW,LOW,LOW,LOW,LOW,LOW,LOW
60.506908468628225,15.075874025207524,-26.036129012708425,414.0773745591833,8.413793510685144,MEDIUM,CRITICAL,CRITICAL,LOW,LOW,CRITICAL,CRITICAL
30.61832315719838,-5.4100347577628884,-6.33435355915032,424.33980418480354,6.111964007756786,LOW,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH
50.69108096407665,1.1730998610412582,-2.971099378114837,341.14311508879365,10.711444205825643,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
27.195099175413826,4.231256723283185,-2.356448531124508,181.59266622276334,6.3078838542532125,LOW,LOW,LOW,LOW,LOW,LOW,LOW
31.307836210552303,-4.574237839062001,2.1665827514023697,592.3958176582066,2.0406443504682983,LOW,LOW,LOW,LOW,LOW,LOW,LOW
62.70192260612291,4.577172274239756,-5.551474201823208,487.49486329401606,7.016433330459455,MEDIUM,LOW,MEDIUM,LOW,LOW,HIGH,HIGH
36.73527294692626,4.870792576765661,1.0183990794836775,546.2872504833751,17.262591220436995,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
56.1368837038893,-2.550350168303855,0.8667324758571449,295.3969878541158,6.08626659755137,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
56.493644625607644,-6.889373427479144,-7.733160286662293,542.4459675084645,3.5761976678576604,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH
50.553178349126114,2.3372566657412386,-0.40190288228682397,339.6696734597223,10.110837808621033,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
70.84074940576176,-13.425667409482271,10.47502016799944,127.07829011384241,20.518983210646816,HIGH,HIGH,HIGH,LOW,MEDIUM,CRITICAL,CRITICAL
40.493010769189446,1.113195916511326,-1.2196888494293092,475.8615045296252,2.1578058420322783,LOW,LOW,LOW,LOW,LOW,LOW,LOW
31.55501012111907,0.8772093488017443,3.1674372415522702,247.2847225639797,13.801186060081399,LOW,LOW,LOW,LOW,LOW,LOW,LOW
52.87469523959251,0.083134371812094,10.304262137587516,158.52834081430325,14.02003707198876,MEDIUM,LOW,HIGH,LOW,LOW,HIGH,HIGH
40.51227341358848,-1.7952152046511256,4.661309671208646,304.26137827360026,4.007097981018719,LOW,LOW,LOW,LOW,LOW,LOW,LOW
27.345568308450478,7.282175631767262,-2.265578364858893,499.6910215124726,8.676272627116951,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM
30.231989242770478,4.911749389541322,-0.04664142355526184,669.6957104684116,4.882098925598507,LOW,LOW,LOW,LOW,LOW,LOW,LOW
38.10514841590505,-4.319369791125948,-2.4543504214511778,385.3233693200097,11.159568374862944,LOW,LOW,LOW,LOW,LOW,LOW,LOW
35.91171471431194,18.835337466788094,-1.3008575144973986,56.57523269022081,28.48697586899536,LOW,CRITICAL,LOW,MEDIUM,MEDIUM,CRITICAL,CRITICAL
98.58345434545615,24.218395581568224,-17.724178353773137,99.43027627774298,9.238912652079392,CRITICAL,CRITICAL,CRITICAL,MEDIUM,LOW,CRITICAL,CRITICAL
41.194858836864285,-2.9330603739454153,-2.679213432303446,192.36975461002623,16.717350425004877,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
100.0,-7.17323936947371,0.6703672781339629,60.76943437512392,17.420885563349003,CRITICAL,MEDIUM,LOW,MEDIUM,MEDIUM,CRITICAL,CRITICAL
74.70101383813363,-1.4814626049677704,-5.443636651100194,131.758656716264,58.303189555991175,HIGH,LOW,MEDIUM,LOW,CRITICAL,HIGH,CRITICAL
50.34379183059125,5.046077010142064,-2.6687563391100215,218.0655981577234,16.17399998663035,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,HIGH
82.65578354994199,8.401665311152541,-4.742580021408609,110.64477813737864,13.12766152174212,HIGH,MEDIUM,LOW,LOW,LOW,HIGH,HIGH
1.2861601527458832,-5.858787494775779,5.259258579377126,348.7177498024994,8.466005918906326,LOW,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH
89.65165548355934,1.8006443056695314,-2.70787656854702,126.83309540791225,49.21817308535766,CRITICAL,LOW,LOW,LOW,CRITICAL,CRITICAL,CRITICAL
49.930761500994066,-0.4837087353554892,-19.40056049937617,246.32486841282005,18.462600850217136,LOW,LOW,CRITICAL,LOW,MEDIUM,CRITICAL,CRITICAL
45.683458217128475,2.4936285531196623,2.813760532555577,737.8871619289656,5.585011005224988,LOW,LOW,LOW,LOW,LOW,LOW,LOW
30.884659490004314,-3.641762842267291,8.428474092824091,225.5507692679201,12.334352906815557,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
55.77626135207461,-0.630987932925941,-2.566667280521529,649.7633451722355,3.2747121740905305,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
45.5334911104949,-4.9393828546763645,3.8302188760875384,183.75074673041746,8.63214251122413,LOW,LOW,LOW,LOW,LOW,LOW,LOW
83.64468902530665,-14.77150745672629,9.87339337000803,149.9782784420787,10.361353291418556,HIGH,HIGH,MEDIUM,LOW,LOW,CRITICAL,CRITICAL
90.50585746139049,3.5184330753334336,-2.775611315156395,28.540131486564867,14.241342062397024,CRITICAL,LOW,LOW,HIGH,LOW,CRITICAL,CRITICAL
67.06552036225656,-2.797980880670573,-4.1482642942799846,469.7664083059094,3.491713239898157,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
30.749047538008092,-5.085644728696301,-4.9891705801206125,297.062274714986,9.098621731010075,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM
52.652362033727755,5.090280651714278,0.5052567979328008,265.5564462421264,2.814540316277106,MEDIUM,MEDIUM,LOW,LOW,LOW,HIGH,HIGH
23.32192103381662,-1.5937446373951163,4.973248899380677,327.8507136218181,11.503183067076959,LOW,LOW,LOW,LOW,LOW,LOW,LOW
59.32903855810808,-0.1549715799581721,-2.4334030587173503,456.65545531719704,10.103983583310788,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
50.35459138900389,0.5056513177344701,-4.710444031247092,687.1587964324605,14.993298301445307,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
88.01088410973922,1.5651882148474356,12.085886407160029,1.3370187395304687,30.220710286009982,CRITICAL,LOW,HIGH,CRITICAL,HIGH,CRITICAL,CRITICAL
43.786239935059676,-12.681702943512223,0.8424033571905671,262.0743055801353,21.822849332093636,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,HIGH
45.29016106217632,1.6269098778444557,-3.847539448823797,374.2473442585048,6.638880079851278,LOW,LOW,LOW,LOW,LOW,LOW,LOW
33.13677312458152,0.1360323849125872,-5.460087181706541,476.2690607464486,10.945327411368806,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
52.437075315413566,-12.398682091133084,0.5146117918168674,250.26672909788184,9.899153805208849,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,HIGH
59.37130269123002,1.3693861033063035,13.247202560422885,193.90093682703647,18.109012603218194,MEDIUM,LOW,HIGH,LOW,MEDIUM,HIGH,HIGH
70.75350247238177,-5.696393423061245,-6.417080050131878,97.5875818212531,26.305013865072606,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH
35.018665528058094,2.887613941752565,-5.0799943895755035,470.3912234983193,12.20106769018482,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
50.763031080088446,1.044707227898037,4.092803893391946,314.0030782597797,2.70004020225034,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
60.44119651432989,3.186807708282968,0.060731770161732486,174.53481633388844,11.978344200532574,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
45.29071856547038,4.314134184251788,-1.3109486010719975,0.0,3.4118739064258548,LOW,LOW,LOW,CRITICAL,LOW,CRITICAL,CRITICAL
49.18625787517777,1.16625470672789,-6.762686510425808,173.87008174401086,39.86726645891946,LOW,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH
40.41584078769295,-0.2675637663789056,5.818625915316888,218.01163691524818,5.614330935491476,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
43.28038746740411,1.0570730865825462,-0.6004678050152263,122.47888976947452,10.688860813793683,LOW,LOW,LOW,LOW,LOW,LOW,LOW
15.75942367016365,-3.003597883844342,-8.175746778610383,332.1439364723198,9.857643423904172,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
41.05879878470244,-6.383575874296454,-2.9561146320929317,467.41946087180236,19.81605313675327,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM,HIGH
67.45017445214609,-19.4442781348622,3.6006819061354745,135.4777830368031,26.512847761250814,MEDIUM,CRITICAL,LOW,LOW,MEDIUM,CRITICAL,CRITICAL
41.28371372640436,-3.7588103930086083,4.630212766701249,344.8155149586041,1.8718508410050536,LOW,LOW,LOW,LOW,LOW,LOW,LOW
44.060276668172676,0.9649609936269172,0.3380205827714504,493.63901893020255,14.467340608143665,LOW,LOW,LOW,LOW,LOW,LOW,LOW
29.24065017258298,-1.5134075303990655,0.5812722213029513,359.0965417027241,20.55934563792558,LOW,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM
66.56706995951431,-10.62271361109525,16.210227968388065,77.57938181417403,13.398811266562936,MEDIUM,HIGH,CRITICAL,MEDIUM,LOW,CRITICAL,CRITICAL
55.28384619447625,-0.5665943440405076,4.6654821826770085,445.5756191535363,0.47097932629173456,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
37.057995547394874,1.1839516193718485,1.571855010471309,358.50105661366894,1.996552603258439,LOW,LOW,LOW,LOW,LOW,LOW,LOW
84.55846970809579,2.0842752548476753,14.178812597029754,5.163328158155663,60.0,HIGH,LOW,HIGH,CRITICAL,CRITICAL,CRITICAL,CRITICAL
58.06119966882605,3.79525238588648,0.5227600978575293,324.5253643939493,4.813080723947481,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
32.60832012428187,-5.460562707427208,-2.842120317304831,0.0,5.626504720770376,LOW,MEDIUM,LOW,CRITICAL,LOW,CRITICAL,CRITICAL
47.20402947580032,-2.0885262800799698,12.307441480722014,594.8208620324564,2.083970176261876,LOW,LOW,HIGH,LOW,LOW,HIGH,HIGH
48.493021311403474,3.47465216942286,-6.7333787782913275,293.26347329057387,5.983708311382696,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM
34.77929647395639,3.8713040961008165,3.975128858121756,597.3045893380609,3.288113669308876,LOW,LOW,LOW,LOW,LOW,LOW,LOW
52.130484160380156,-1.6988888645548839,1.999866769039398,386.1826965275576,5.059932694057332,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
48.41243813598081,2.543871002846952,-3.2883040473117098,130.52879602600512,4.397362550548155,LOW,LOW,LOW,LOW,LOW,LOW,LOW
72.76761502698005,-3.5581609373778944,-11.6007950177334,43.18754942649553,33.11860550769573,HIGH,LOW,HIGH,HIGH,HIGH,CRITICAL,CRITICAL
54.05685780416841,-5.506457193290732,-5.802199092994817,418.57151042481433,4.955535632765164,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH
37.55202396777047,-4.613969703939135,1.0713745514653332,201.7637052873471,4.621516177825946,LOW,LOW,LOW,LOW,LOW,LOW,LOW
64.87914135655556,0.4506307550025828,3.426353767545402,274.1340054849608,2.395379516209755,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
65.26671134980073,5.170981158072828,6.654931328573894,404.9437627756435,11.496205226553196,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH
66.21280932496634,2.611295502079141,3.5284550883020267,336.5018685571003,3.2697699479367137,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
61.448206773453805,-8.765015404661124,6.13792840717806,552.0273593665687,4.886765195949681,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH
53.150862418077146,-0.7354771992664837,0.7529330908045371,420.0505658402207,7.337625124005439,MEDIUM,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM
59.74024714154912,-5.600282892732037,2.349049653856707,312.98698634421544,7.846431752320586,MEDIUM,MEDIUM,LOW,LOW,LOW,HIGH,HIGH
34.07742148545277,-5.036262503722985,3.148066278563567,534.279734291747,5.151625874218359,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM
48.60308765919334,5.012531299072974,3.159678888723409,524.5224246355232,9.495938078892413,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM
24.16051904683514,1.9177667669730731,-0.27901371691519145,145.82951843367795,6.452377508138082,LOW,LOW,LOW,LOW,LOW,LOW,LOW
43.14983903930834,1.2361897721306156,-2.6227508778457747,307.5719759257997,2.988797691525283,LOW,LOW,LOW,LOW,LOW,LOW,LOW
